"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"송산면",84,경기도 화성시 송산면 봉가북길17번길 13-7,경기도 화성시 송산면 봉가리 9 일원,37.2166235707,126.7416152129,,한전주,031-369-2839,송산면,2019-05-03
"송산면",49,,경기도 화성시 송산면 칠곡리 17-28 일원,37.2087972794,126.6979220933,,한전주,031-369-2839,송산면,2019-05-03
"송산면",222,경기도 화성시 송산면 쌍정북길27번길 79,경기도 화성시 송산면 사강리 1-1 일원,37.2307332360,126.7179479110,,한전주,031-369-2839,송산면,2019-05-03
"송산면",79,경기도 화성시 송산면 용포로187번길 21-33,경기도 화성시 송산면 용포리 2-1 일원,37.2334627256,126.7579420137,,한전주,031-369-2839,송산면,2019-05-03
"송산면",151,경기도 화성시 송산면 고정길 76-12,경기도 화성시 송산면 고정리 33-6 일원,37.2451001596,126.7517844345,,한전주,031-369-2839,송산면,2019-05-03
"송산면",95,경기도 화성시 송산면 공룡로281번길 48,경기도 화성시 송산면 쌍정리 19 일원,37.2387934012,126.7315650957,,한전주,031-369-2839,송산면,2019-05-03
"송산면",95,경기도 화성시 송산면 천등길 157-42,경기도 화성시 송산면 천등리 4 일원,37.2434341437,126.7164462345,,한전주,031-369-2839,송산면,2019-05-03
"송산면",38,,경기도 화성시 송산면 신천리 산24 일원,37.2520426049,126.7217225734,,한전주,031-369-2839,송산면,2019-05-03
"송산면",84,경기도 화성시 송산면 송산로 704-6,경기도 화성시 송산면 독지리 42-16 일원,37.2559573028,126.6842618498,,한전주,031-369-2839,송산면,2019-05-03
"송산면",186,경기도 화성시 송산면 어섬길 72,경기도 화성시 송산면 고포리 1-8 일원,37.2439584041,126.6625943409,,한전주,031-369-2839,송산면,2019-05-03
"송산면",134,경기도 화성시 송산면 송산로467번길 71,경기도 화성시 송산면 마산리 1-1 일원,37.2360651613,126.6989504834,,한전주,031-369-2839,송산면,2019-05-03
"송산면",83,경기도 화성시 송산면 이봉산동길 104-11,경기도 화성시 송산면 지화리 1-3 일원,37.2248214056,126.6890125674,,한전주,031-369-2839,송산면,2019-05-03
"송산면",52,경기도 화성시 송산면 송산포도로420번길 49-2,경기도 화성시 송산면 중송리 6-1 일원,37.2286788249,126.7069016159,,한전주,031-369-2839,송산면,2019-05-03
"서신면",97,경기도 화성시 서신면 임벗봉죽길 101-15,경기도 화성시 서신면 광평리 23 일원,37.1796342920,126.6993118343,,한전주,031-369-2777,서신면,2019-05-03
"서신면",116,경기도 화성시 서신면 당성로 77,경기도 화성시 서신면 장외리 2 일원,37.1803265086,126.6883409203,,한전주,031-369-2777,서신면,2019-05-03
"서신면",127,경기도 화성시 서신면 당성로 339-9,경기도 화성시 서신면 전곡리 3 일원,37.2013274447,126.7013426251,,한전주,031-369-2777,서신면,2019-05-03
"서신면",119,경기도 화성시 서신면 해안길442번길 81,경기도 화성시 서신면 제부리 1 일원,37.1746063060,126.6269634826,,한전주,031-369-2777,서신면,2019-05-03
"서신면",145,경기도 화성시 서신면 제부로 219,경기도 화성시 서신면 송교리 1-1 일원,37.1671047941,126.6737928471,,한전주,031-369-2777,서신면,2019-05-03
"서신면",203,경기도 화성시 서신면 매골길 75-49,경기도 화성시 서신면 매화리 2-2 일원,37.1770726262,126.7163141018,,한전주,031-369-2777,서신면,2019-05-03
"서신면",89,,경기도 화성시 서신면 홍법리 산2 일원,37.1647714002,126.7427845533,,한전주,031-369-2777,서신면,2019-05-03
"서신면",55,경기도 화성시 서신면 안벼슬길102번길 183,경기도 화성시 서신면 사곳리 1 일원,37.1564975139,126.7417321875,,한전주,031-369-2777,서신면,2019-05-03
"서신면",127,,경기도 화성시 서신면 용두리 1-1 일원,37.1390269428,126.7261480568,,한전주,031-369-2777,서신면,2019-05-03
"서신면",106,경기도 화성시 서신면 해운로 23,경기도 화성시 서신면 백미리 1-5 일원,37.1410562036,126.7046434037,,한전주,031-369-2777,서신면,2019-05-03
"서신면",129,경기도 화성시 서신면 대수풀길 151-39,경기도 화성시 서신면 궁평리 19 일원,37.1349943695,126.7127927371,,한전주,031-369-2777,서신면,2019-05-03
"서신면",161,경기도 화성시 서신면 제부로 1076,경기도 화성시 서신면 상안리 6-6 일원,37.1919657027,126.7158636371,,한전주,031-369-2777,서신면,2019-05-03
"비봉면",280,,경기도 화성시 비봉면 양노리 산2-1 일원,37.2361035690,126.8720458602,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",85,경기도 화성시 비봉면 남양로 1038-85,경기도 화성시 비봉면 남전리 693 일원,37.2343173804,126.8284379686,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",66,경기도 화성시 비봉면 유포길 37,경기도 화성시 비봉면 유포리 8-2 일원,37.2592088860,126.8382441879,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",182,경기도 화성시 비봉면 비봉로528번길 40,경기도 화성시 비봉면 삼화리 15-1 일원,37.2604268506,126.8529977297,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",168,경기도 화성시 비봉면 화성로 2073-14,경기도 화성시 비봉면 구포리 6-1 일원,37.2494062984,126.8932353318,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",136,경기도 화성시 비봉면 쌍학길83번길 61-44,경기도 화성시 비봉면 쌍학리 2 일원,37.2318230467,126.9094650768,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",173,경기도 화성시 비봉면 청요로29번길 112,경기도 화성시 비봉면 청요리 21-1 일원,37.2104620811,126.9016506674,,한전주,031-369-2737,비봉면,2019-05-03
"비봉면",131,경기도 화성시 비봉면 푸른들판로 1350-163,경기도 화성시 비봉면 자안리 산1 일원,37.2180195281,126.8892360786,,한전주,031-369-2737,비봉면,2019-05-03
"매송면",157,경기도 화성시 매송면 매송고색로395번길 201,경기도 화성시 매송면 천천리 1-6 일원,37.2550429722,126.9366810317,,한전주,031-369-1724,매송면,2019-05-03
"매송면",131,경기도 화성시 매송면 화성로 2419-15,경기도 화성시 매송면 원평리 2-2 일원,37.2481824317,126.9303752409,,한전주,031-369-1724,매송면,2019-05-03
"매송면",148,경기도 화성시 매송면 어사로 313,경기도 화성시 매송면 어천리 2-2 일원,37.2782073045,126.9205367354,,한전주,031-369-1724,매송면,2019-05-03
"매송면",104,경기도 화성시 매송면 숙곡길 23-30,경기도 화성시 매송면 숙곡리 47 일원,37.2645670497,126.9101236029,,한전주,031-369-1724,매송면,2019-05-03
"매송면",222,경기도 화성시 매송면 송숙로 124,경기도 화성시 매송면 야목리 7 일원,37.2655940107,126.8990177965,,한전주,031-369-1724,매송면,2019-05-03
"매송면",130,경기도 화성시 매송면 매송북길264번길 54-5,경기도 화성시 매송면 송라리 13-1 일원,37.2810384195,126.9108701572,,한전주,031-369-1724,매송면,2019-05-03
"매송면",43,경기도 화성시 매송면 푸른들판로 2006,경기도 화성시 매송면 원리 27-3 일원,37.2761240036,126.8861044786,,한전주,031-369-1724,매송면,2019-05-03
"마도면",148,경기도 화성시 마도면 송정서길 240,경기도 화성시 마도면 송정리 1-7 일원,37.2317635126,126.7876965954,,한전주,031-369-2757,마도면,2019-05-03
"마도면",161,경기도 화성시 마도면 화성로 913-42,경기도 화성시 마도면 두곡리 12-3 일원,37.2044888181,126.7925051596,,한전주,031-369-2757,마도면,2019-05-03
"마도면",73,경기도 화성시 마도면 화성로 574-9,경기도 화성시 마도면 슬항리 1-13 일원,37.2105481830,126.7530255119,,한전주,031-369-2757,마도면,2019-05-03
"마도면",120,경기도 화성시 마도면 해문서길 118,경기도 화성시 마도면 해문리 1 일원,37.2013240807,126.7296717309,,한전주,031-369-2757,마도면,2019-05-03
"마도면",100,경기도 화성시 마도면 마도로327번길 31,경기도 화성시 마도면 백곡리 2 일원,37.1903236876,126.7381694466,,한전주,031-369-2757,마도면,2019-05-03
"마도면",139,경기도 화성시 마도면 마도로 293-16,경기도 화성시 마도면 금당리 1-1 일원,37.1873249988,126.7349477251,,한전주,031-369-2757,마도면,2019-05-03
"마도면",78,경기도 화성시 마도면 해운로 629-61,경기도 화성시 마도면 고모리 1 일원,37.1767406364,126.7443425060,,한전주,031-369-2757,마도면,2019-05-03
"마도면",132,,경기도 화성시 마도면 석교리 6 일원,37.2012143074,126.7854404218,,한전주,031-369-2757,마도면,2019-05-03
"마도면",147,경기도 화성시 마도면 쌍송북로 85,경기도 화성시 마도면 쌍송리 2-1 일원,37.1989657774,126.7876658238,,한전주,031-369-2757,마도면,2019-05-03
"마도면",223,경기도 화성시 마도면 마도로 646,경기도 화성시 마도면 청원리 1 일원,37.1902172134,126.7735337943,,한전주,031-369-2757,마도면,2019-05-03
