"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"남사-1026",1,,경기도 용인시 처인구 남사면 창리 545-1,37.1387665,127.1735988,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1027",1,,경기도 용인시 처인구 남사면 창리 545-1,37.138882,127.1733611,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1028",1,,경기도 용인시 처인구 남사면 창리 545-1,37.1392586,127.1730869,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1029",1,,경기도 용인시 처인구 남사면 아곡리 491,37.1397632,127.171787,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1030",1,,경기도 용인시 처인구 남사면 아곡리 491,37.1399853,127.1713343,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1031",1,,경기도 용인시 처인구 남사면 아곡리 491,37.1400277,127.1709512,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1032",1,,경기도 용인시 처인구 남사면 아곡리 171,37.1398457,127.1707055,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1033",1,,경기도 용인시 처인구 남사면 아곡리 171,37.139637,127.170494,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1034",1,,경기도 용인시 처인구 남사면 아곡리 171,37.1395422,127.1698309,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1035",1,,경기도 용인시 처인구 남사면 아곡리 169-1,37.1394129,127.1693708,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1036",1,,경기도 용인시 처인구 남사면 아곡리 535-33,37.1391645,127.1686419,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1037",1,,경기도 용인시 처인구 남사면 아곡리 535-33,37.1390181,127.1683283,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1038",1,,경기도 용인시 처인구 남사면 아곡리 430-2,37.1408953,127.164886,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1039",1,,경기도 용인시 처인구 남사면 아곡리 430-2,37.140877,127.1648524,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1040",1,,경기도 용인시 처인구 남사면 아곡리 산76-1,37.141711,127.1642692,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1041",1,,경기도 용인시 처인구 남사면 아곡리 산76-1,37.1416744,127.1642021,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1042",1,,경기도 용인시 처인구 남사면 아곡리 산66-1,37.1420758,127.1636124,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1043",1,,경기도 용인시 처인구 남사면 창리 343-1,37.1423051,127.1862348,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1044",1,,경기도 용인시 처인구 남사면 아곡리 산66-1,37.1421542,127.1632288,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1045",1,,경기도 용인시 처인구 남사면 북리 산19-6,37.1419709,127.1627918,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1046",1,,경기도 용인시 처인구 남사면 북리 46-1,37.1419117,127.1620721,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1047",1,,경기도 용인시 처인구 남사면 북리 산241,37.1418177,127.1615103,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1048",1,,경기도 용인시 처인구 남사면 북리 산19-3,37.1418488,127.1608121,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1049",1,,경기도 용인시 처인구 남사면 북리 산22-1,37.1419254,127.1601809,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1050",1,,경기도 용인시 처인구 남사면 북리 54-10,37.1418059,127.1598445,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1051",1,,경기도 용인시 처인구 남사면 북리 산22-10,37.1418834,127.1593371,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1052",1,,경기도 용인시 처인구 남사면 북리 산21-1,37.14191,127.1592806,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1053",1,,경기도 용인시 처인구 남사면 북리 61-9,37.1420115,127.1583339,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1054",1,,경기도 용인시 처인구 남사면 북리 61-9,37.1419635,127.157918,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1055",1,,경기도 용인시 처인구 남사면 북리 73-8,37.1411881,127.1565871,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1056",1,,경기도 용인시 처인구 남사면 북리 68-2,37.1407776,127.1558938,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1057",1,,경기도 용인시 처인구 남사면 북리 118-3,37.1401281,127.1545278,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1058",1,경기도 용인시 처인구 남사면 경기동로256번길 6 페리칸,경기도 용인시 처인구 남사면 북리 120-1,37.1398357,127.153957,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1059",1,경기도 용인시 처인구 남사면 경기동로256번길 6 페리칸,경기도 용인시 처인구 남사면 북리 923,37.1396982,127.1536321,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1060",1,용인시 처인구 남사면 경기동로 234 대일자동차운전학원,경기도 용인시 처인구 남사면 북리 산240,37.1396141,127.1532165,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1061",1,용인시 처인구 남사면 경기동로 234 대일자동차운전학원,경기도 용인시 처인구 남사면 북리 산240,37.1397319,127.1520334,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1062",1,,경기도 용인시 처인구 남사면 북리 산46-7,37.1398903,127.1515026,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1063",1,경기도 용인시 처인구 남사면 경기동로 226,경기도 용인시 처인구 남사면 북리 산46-7,37.1402015,127.1509138,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1064",1,경기도 용인시 처인구 남사면 경기동로 222,경기도 용인시 처인구 남사면 북리 123-8,37.1404768,127.1503592,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1065",1,,경기도 용인시 처인구 남사면 북리 608-11,37.1408419,127.1497473,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1066",1,,경기도 용인시 처인구 남사면 북리 산51-3,37.1413825,127.1484806,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1067",1,,경기도 용인시 처인구 남사면 북리 산53-3,37.1415612,127.1482647,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1068",1,,경기도 용인시 처인구 남사면 북리 601-2,37.1424352,127.1469942,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1069",1,,경기도 용인시 처인구 남사면 북리 950-44,37.1431942,127.1460289,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1070",1,,경기도 용인시 처인구 남사면 북리 595-5,37.1433976,127.1454976,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1071",1,,경기도 용인시 처인구 남사면 북리 595-5,37.1436736,127.145033,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1072",1,,경기도 용인시 처인구 남사면 통삼리 산8-2,37.146176,127.1347049,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1073",1,,경기도 용인시 처인구 남사면 통삼리 619-13,37.1462525,127.1340737,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1074",1,,경기도 용인시 처인구 남사면 통삼리 619-13,37.1466655,127.1338664,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1075",1,,경기도 용인시 처인구 남사면 통삼리 630-1,37.1470205,127.1331194,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1076",1,,경기도 용인시 처인구 남사면 통삼리 634-2,37.1478379,127.1315341,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1077",1,,경기도 용인시 처인구 남사면 통삼리 634-2,37.1479046,127.1308016,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1078",1,,경기도 용인시 처인구 남사면 통삼리 634-2,37.1481719,127.130382,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1079",1,,경기도 용인시 처인구 남사면 통삼리 634-2,37.1479628,127.1301255,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1080",1,용인시 처인구 남사면 경기동로 234 대일자동차운전학원,경기도 용인시 처인구 남사면 북리 산240,37.1396631,127.1524956,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1081",1,,경기도 용인시 처인구 남사면 통삼리 606,37.1426866,127.1368946,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1082",1,,경기도 용인시 처인구 남사면 통삼리 607-1,37.1420993,127.1366761,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1083",1,,경기도 용인시 처인구 남사면 통삼리 910,37.1417926,127.1366346,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1084",1,,경기도 용인시 처인구 남사면 통삼리 910,37.1415391,127.1364686,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1085",1,,경기도 용인시 처인구 남사면 통삼리 603,37.1411586,127.1361915,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1086",1,,경기도 용인시 처인구 남사면 통삼리 산68-2,37.1393797,127.1369321,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1087",1,,경기도 용인시 처인구 남사면 통삼리 596,37.1390191,127.1369024,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1088",1,,경기도 용인시 처인구 남사면 통삼리 596,37.138999,127.1366212,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1089",1,,경기도 용인시 처인구 남사면 통삼리 581,37.1386889,127.136107,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1090",1,,경기도 용인시 처인구 남사면 통삼리 581,37.1382048,127.1364502,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1091",1,,경기도 용인시 처인구 남사면 방아리 256,37.1200987046,127.1544373,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1092",1,,경기도 용인시 처인구 남사면 봉무리 112-2,37.1199224,127.1772467,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1093",1,,경기도 용인시 처인구 남사면 진목리 624-2,37.0998498,127.1310463,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1094",1,,경기도 용인시 처인구 남사면 완장리 875,37.170368,127.1657672,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1095",1,,경기도 용인시 처인구 남사면 완장리 454,37.1621284,127.175608,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1096",1,,경기도 용인시 처인구 남사면 완장리 254-4,37.1711571,127.1833587,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1097",1,,경기도 용인시 처인구 남사면 완장리 797,37.1710557,127.1843394,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1098",1,,경기도 용인시 처인구 남사면 북리 118-5,37.1394529,127.1546141,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1099",1,,경기도 용인시 처인구 남사면 북리 218-2,37.1576062,127.1439757,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1100",1,,경기도 용인시 처인구 남사면 북리 220-7,37.1589796,127.1457391,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1101",1,,경기도 용인시 처인구 남사면 북리 950-53,37.1515805,127.1393604,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1102",1,,경기도 용인시 처인구 남사면 북리 950-53,37.151229,127.1393531,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1103",1,,경기도 용인시 처인구 남사면 북리 950-53,37.1508149,127.1394141,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1104",1,,경기도 용인시 처인구 남사면 북리 950-53,37.1505003,127.1395302,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1105",1,,경기도 용인시 처인구 남사면 북리 950-53,37.1502045,127.1397362,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1106",1,,경기도 용인시 처인구 남사면 통삼리 582-4,37.136916,127.1351817,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1107",1,,경기도 용인시 처인구 남사면 통삼리 582-4,37.1371339,127.1354043,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1108",1,,경기도 용인시 처인구 남사면 통삼리 885,37.1398097,127.1254913,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1109",1,,경기도 용인시 처인구 남사면 봉명리 772-1,37.1201213,127.1098621,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1110",1,,경기도 용인시 처인구 남사면 봉명리 770-3,37.1199418,127.1099655,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1111",1,,경기도 용인시 처인구 남사면 봉명리 642-4,37.1229043,127.1144885,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1112",1,,경기도 용인시 처인구 남사면 진목리 226,37.1023094,127.1371721,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1113",1,,경기도 용인시 처인구 남사면 진목리 226,37.1022266,127.1369368,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1114",1,,경기도 용인시 처인구 남사면 진목리 226,37.10163,127.135436,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1115",1,,경기도 용인시 처인구 남사면 봉무리 103-1,37.1346857,127.1533164,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1116",1,,경기도 용인시 처인구 남사면 봉무리 65-1,37.1355024,127.1515853,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1117",1,,경기도 용인시 처인구 남사면 봉무리 347-6,37.1223517,127.1574372,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1118",1,,경기도 용인시 처인구 남사면 북리 182-6,37.1483277,127.1506655,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1119",1,,경기도 용인시 처인구 남사면 통삼리 758-4,37.1394124,127.1266102,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1120",1,,경기도 용인시 처인구 남사면 진목리 648-1,37.1005114,127.1315675,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1121",1,,경기도 용인시 처인구 남사면 봉무리 341-1,37.1225225,127.1573791,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1122",1,,경기도 용인시 처인구 남사면 방아리 42-1,37.1217935,127.172894,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1123",1,,경기도 용인시 처인구 남사면 방아리 42-1,37.1218294,127.1728711,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1124",1,,경기도 용인시 처인구 남사면 봉명리 706-65,37.1112043,127.1152321,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1125",1,,경기도 용인시 처인구 남사면 통삼리 864,37.1393494,127.1229528,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1126",1,,경기도 용인시 처인구 남사면 진목리 649-5,37.1006188,127.131465,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1127",1,,경기도 용인시 처인구 남사면 통삼리 152-2,37.1231839,127.1242531,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1128",1,,경기도 용인시 처인구 남사면 통삼리 152-2,37.1230742,127.1240406,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1129",1,,경기도 용인시 처인구 남사면 통삼리 130-3,37.1229209,127.1240198,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1130",1,,경기도 용인시 처인구 남사면 통삼리 151-2,37.124652,127.1278261,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1131",1,,경기도 용인시 처인구 남사면 통삼리 155,37.1224345,127.1301809,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1132",1,,경기도 용인시 처인구 남사면 통삼리 153,37.1199484,127.1303106,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1133",1,,경기도 용인시 처인구 남사면 통삼리 156-1,37.1243886,127.1312277,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1134",1,,경기도 용인시 처인구 남사면 통삼리 157-1,37.1256905,127.1330472,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1135",1,,경기도 용인시 처인구 남사면 통삼리 157-1,37.12552,127.1331392,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1136",1,,경기도 용인시 처인구 남사면 통삼리 159,37.1261223,127.132941,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1137",1,,경기도 용인시 처인구 남사면 통삼리 168-7,37.1266454,127.1330138,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1138",1,,경기도 용인시 처인구 남사면 통삼리 149-2,37.1284721,127.1338933,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1139",1,,경기도 용인시 처인구 남사면 통삼리 149-2,37.1237922,127.1248651,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1140",1,,경기도 용인시 처인구 남사면 완장리 323-1,37.1705772,127.1776671,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1141",1,,경기도 용인시 처인구 남사면 봉무리 509-3,37.1170395,127.152995,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1142",1,,경기도 용인시 처인구 남사면 봉무리 565-3,37.1177383,127.1536849,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1143",1,,경기도 용인시 처인구 남사면 봉무리 565-4,37.1180731,127.1538837,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1144",1,,경기도 용인시 처인구 남사면 봉무리 474-1,37.1159996,127.152489,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1145",1,,경기도 용인시 처인구 남사면 봉무리 454-8,37.1155528,127.1517513,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1146",1,,경기도 용인시 처인구 남사면 봉무리 452-7,37.1153923,127.1519894,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1147",1,,경기도 용인시 처인구 남사면 봉무리 472-4,37.115987,127.1519827,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1148",1,,경기도 용인시 처인구 남사면 봉무리 472-1,37.1161292,127.1517111,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1149",1,,경기도 용인시 처인구 남사면 봉무리 451-5,37.114873,127.1524565,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1150",1,,경기도 용인시 처인구 남사면 봉무리 61-5,37.1359924,127.1520638,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1151",1,,경기도 용인시 처인구 남사면 봉무리 149,37.1321133,127.1565188,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1152",1,,경기도 용인시 처인구 남사면 봉무리 61-1,37.1358586,127.1522566,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1153",1,,경기도 용인시 처인구 남사면 봉무리 111,37.1348197,127.1544067,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1154",1,,경기도 용인시 처인구 남사면 봉무리 16,37.1359824,127.1557106,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1155",1,,경기도 용인시 처인구 남사면 봉무리 15,37.1361461,127.1559226,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1156",1,,경기도 용인시 처인구 남사면 봉무리 116-1,37.134883,127.1557115,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1157",1,,경기도 용인시 처인구 남사면 원암리 155,37.1328861,127.15875,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1158",1,,경기도 용인시 처인구 남사면 원암리 164-2,37.1306833,127.1607213,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1159",1,,경기도 용인시 처인구 남사면 원암리 157,37.1326632,127.1590901,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1160",1,,경기도 용인시 처인구 남사면 원암리 169,37.1302736,127.1588576,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1161",1,,경기도 용인시 처인구 남사면 원암리 160,37.1315302,127.1619838,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1162",1,,경기도 용인시 처인구 남사면 원암리 171,37.1303214,127.157968,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1163",1,,경기도 용인시 처인구 남사면 원암리 164,37.1307903,127.1605626,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1164",1,,경기도 용인시 처인구 남사면 봉명리 245-19,37.1286238,127.1511555,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1165",1,,경기도 용인시 처인구 남사면 봉명리 243,37.130545,127.1501549,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1166",1,,경기도 용인시 처인구 남사면 봉명리 242,37.1309871,127.1502288,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1167",1,,경기도 용인시 처인구 남사면 북리 416-5,37.1565259,127.1416236,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1168",1,,경기도 용인시 처인구 남사면 북리 436,37.1549539,127.1398176,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1169",1,,경기도 용인시 처인구 남사면 북리 446,37.1542229,127.139657,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1170",1,,경기도 용인시 처인구 남사면 북리 446-8,37.1535603,127.1390002,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1171",1,,경기도 용인시 처인구 남사면 북리 446-8,37.1535687,127.1389101,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1172",1,,경기도 용인시 처인구 남사면 북리 797,37.1528645,127.1387379,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1173",1,,경기도 용인시 처인구 남사면 북리 799,37.1537281,127.1385255,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1174",1,,경기도 용인시 처인구 남사면 북리 749-7,37.1516909,127.138436,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1175",1,,경기도 용인시 처인구 남사면 북리 749,37.1516937,127.1388187,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1176",1,,경기도 용인시 처인구 남사면 북리 749-2,37.1514649,127.1383372,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1177",1,,경기도 용인시 처인구 남사면 북리 459,37.150677,127.1390441,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1178",1,,경기도 용인시 처인구 남사면 북리 742-4,37.1500039,127.139412,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1179",1,,경기도 용인시 처인구 남사면 북리 743-6,37.1501707,127.1388022,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1180",1,,경기도 용인시 처인구 남사면 북리 741-7,37.1497886,127.1395495,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1181",1,,경기도 용인시 처인구 남사면 북리 741-7,37.1498348,127.1397066,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1182",1,,경기도 용인시 처인구 남사면 북리 741-10,37.1496562,127.1399338,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1183",1,,경기도 용인시 처인구 남사면 북리 741-7,37.1498515,127.1395263,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
"남사-1184",1,,경기도 용인시 처인구 남사면 북리 723,37.1476111,127.1424784,,,031-324-5433,경기도 용인시 처인구청,2019-07-11
