"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"성주읍062",1,,경상북도 성주군 성주읍 예산리 507,35.92316649,128.284447,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍063",1,,경상북도 성주군 성주읍 예산리 778-11,35.92313252,128.2839736,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍064",1,,경상북도 성주군 성주읍 예산리 476,35.92337163,128.2840517,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍065",1,,경상북도 성주군 성주읍 예산리 458,35.92374552,128.2848312,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍066",1,,경상북도 성주군 성주읍 예산리 930,35.92400142,128.2844574,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍067",1,,경상북도 성주군 성주읍 예산리 930,35.92394461,128.284444,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍068",1,,경상북도 성주군 성주읍 예산리 576,35.9239343,128.2839334,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍069",1,,경상북도 성주군 성주읍 예산리 562,35.92376272,128.2828195,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍070",1,,경상북도 성주군 성주읍 예산리 556,35.9233525,128.2822248,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍071",1,,경상북도 성주군 성주읍 예산리 540,35.92331486,128.2825364,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍072",1,,경상북도 성주군 성주읍 예산리 539,35.9234143,128.2827569,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍073",1,,경상북도 성주군 성주읍 예산리 534,35.923365,128.2829874,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍074",1,,경상북도 성주군 성주읍 예산리 536,35.92300677,128.2831602,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍075",1,,경상북도 성주군 성주읍 예산리 509-2,35.92282846,128.2838886,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍076",1,,경상북도 성주군 성주읍 예산리 527-2,35.92257444,128.2830783,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍077",1,,경상북도 성주군 성주읍 예산리 527,35.9228284,128.2827991,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍078",1,,경상북도 성주군 성주읍 예산리 865,35.92457463,128.2821561,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍079",1,,경상북도 성주군 성주읍 예산리 560,35.92420721,128.2822619,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍080",1,,경상북도 성주군 성주읍 예산리 427,35.92497651,128.284253,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍081",1,,경상북도 성주군 성주읍 예산리 891,35.9245732,128.2843789,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍082",1,,경상북도 성주군 성주읍 예산리 891,35.92456281,128.2846832,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍083",1,,경상북도 성주군 성주읍 예산리 893,35.9246715,128.2851262,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍084",1,,경상북도 성주군 성주읍 예산리 453-2,35.9247327,128.2855209,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍085",1,,경상북도 성주군 성주읍 예산리 434,35.9251218,128.2848906,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍086",1,,경상북도 성주군 성주읍 예산리 900-1,35.9252193,128.2855891,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍087",1,,경상북도 성주군 성주읍 예산리 919,35.92520059,128.2861521,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍088",1,,경상북도 성주군 성주읍 예산리 393-6,35.92591649,128.2860388,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍089",1,,경상북도 성주군 성주읍 예산리 408-3,35.9258713,128.2856781,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍090",1,,경상북도 성주군 성주읍 예산리 407,35.92613969,128.2855095,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍091",1,,경상북도 성주군 성주읍 예산리 405,35.92641132,128.2853826,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍092",1,,경상북도 성주군 성주읍 예산리 401-1,35.9267749,128.2851647,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍093",1,,경상북도 성주군 성주읍 예산리 616-2,35.92712922,128.2852812,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍094",1,,경상북도 성주군 성주읍 예산리 444,35.92575583,128.2853638,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍095",1,,경상북도 성주군 성주읍 예산리 410-3,35.92597367,128.2852799,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍096",1,,경상북도 성주군 성주읍 예산리 442,35.92564032,128.2850849,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍097",1,,경상북도 성주군 성주읍 예산리 420-1,35.92547349,128.2846419,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍098",1,,경상북도 성주군 성주읍 예산리 413,35.9258253,128.2846937,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍099",1,,경상북도 성주군 성주읍 예산리 428,35.92532218,128.2843206,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍100",1,,경상북도 성주군 성주읍 예산리 423,35.9255606,128.2841972,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1001",1,,경상북도 성주군 성주읍 백전리 524-1,35.92575914,128.2764328,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1002",1,,경상북도 성주군 성주읍 용산리 515-2,35.92788824,128.2651637,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1003",1,,경상북도 성주군 성주읍 용산리 452-1,35.92942733,128.2609886,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1004",1,,경상북도 성주군 성주읍 대흥리 26-1,35.9216998,128.2680019,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1005",1,,경상북도 성주군 성주읍 대흥리 102,35.9226779,128.2659109,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1006",1,,경상북도 성주군 성주읍 대흥리 102,35.9219221,128.2653211,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1007",1,,경상북도 성주군 성주읍 대흥리 309,35.9216125,128.2641523,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1008",1,,경상북도 성주군 성주읍 대흥리 315-2,35.92250185,128.2629667,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1009",1,,경상북도 성주군 성주읍 대흥리 300-1,35.92202309,128.2631728,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍101",1,,경상북도 성주군 성주읍 예산리 425,35.925286,128.284049,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1010",1,,경상북도 성주군 성주읍 대흥리 300-2,35.92182011,128.2633149,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1011",1,,경상북도 성주군 성주읍 대흥리 305,35.92148694,128.2636018,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1012",1,,경상북도 성주군 성주읍 대흥리 307,35.92113991,128.2638747,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1013",1,,경상북도 성주군 성주읍 대흥리 248,35.9210125,128.2645195,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1014",1,,경상북도 성주군 성주읍 대흥리 260,35.9207969,128.2640696,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1015",1,,경상북도 성주군 성주읍 대흥리 236-1,35.92060571,128.2641629,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1016",1,,경상북도 성주군 성주읍 대흥리 229,35.92037408,128.2645419,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1017",1,,경상북도 성주군 성주읍 대흥리 241,35.92033577,128.2648605,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1018",1,,경상북도 성주군 성주읍 대흥리 242,35.92051048,128.265123,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1019",1,,경상북도 성주군 성주읍 대흥리 241,35.920562,128.2648954,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍102",1,,경상북도 성주군 성주읍 예산리 424-2,35.92549487,128.2837855,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1020",1,,경상북도 성주군 성주읍 대흥리 220,35.91998422,128.265057,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1021",1,,경상북도 성주군 성주읍 대흥리 196,35.91980404,128.2657341,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1022",1,,경상북도 성주군 성주읍 대흥리 219-10,35.9196552,128.2647847,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1023",1,,경상북도 성주군 성주읍 대흥리 558,35.91913557,128.2644113,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1024",1,,경상북도 성주군 성주읍 대흥리 210,35.91872213,128.2644979,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1025",1,,경상북도 성주군 성주읍 대흥리 207,35.91851117,128.2648426,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1026",1,,경상북도 성주군 성주읍 대흥리 571,35.91868171,128.2639736,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1027",1,,경상북도 성주군 성주읍 대흥리 560,35.91905455,128.2636575,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1028",1,,경상북도 성주군 성주읍 대흥리 603,35.91852092,128.2631142,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1029",1,,경상북도 성주군 성주읍 대흥리 583,35.91842422,128.2633681,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍103",1,,경상북도 성주군 성주읍 예산리 588-3,35.9252419,128.2836389,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1030",1,,경상북도 성주군 성주읍 대흥리 578,35.91803374,128.2636899,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1031",1,,경상북도 성주군 성주읍 대흥리 578,35.91803374,128.2636899,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1032",1,,경상북도 성주군 성주읍 대흥리 625,35.91834779,128.264221,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1033",1,,경상북도 성주군 성주읍 대흥리 622,35.91799989,128.2644321,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1034",1,,경상북도 성주군 성주읍 대흥리 629,35.9181027,128.2648168,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1035",1,,경상북도 성주군 성주읍 대흥리 578,35.91794448,128.2638592,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1036",1,,경상북도 성주군 성주읍 대흥리 578,35.91803411,128.2636905,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1037",1,,경상북도 성주군 성주읍 대흥리 609-1,35.91769787,128.263302,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1038",1,,경상북도 성주군 성주읍 대흥리 599,35.91790666,128.2630968,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1039",1,,경상북도 성주군 성주읍 대흥리 610,35.91741835,128.2636756,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍104",1,,경상북도 성주군 성주읍 예산리 588-5,35.9252883,128.2830849,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1040",1,,경상북도 성주군 성주읍 대흥리 635,35.9175346,128.264431,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1041",1,,경상북도 성주군 성주읍 대흥리 685-4,35.91731392,128.2644475,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1042",1,,경상북도 성주군 성주읍 대흥리 677,35.9165967,128.2646605,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1043",1,,경상북도 성주군 성주읍 대흥리 677,35.91622451,128.2648711,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1044",1,,경상북도 성주군 성주읍 대흥리 947-1,35.91561052,128.2639731,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1045",1,,경상북도 성주군 성주읍 대흥리 677-1,35.9157409,128.2644472,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1046",1,,경상북도 성주군 성주읍 대흥리 683,35.91637005,128.2633122,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1047",1,,경상북도 성주군 성주읍 대흥리 756-9,35.91633985,128.2628501,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1048",1,,경상북도 성주군 성주읍 대흥리 736,35.91654461,128.2624829,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1049",1,,경상북도 성주군 성주읍 대흥리 712,35.91697612,128.2622563,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍105",1,,경상북도 성주군 성주읍 예산리 422-4,35.9258992,128.2839515,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1050",1,,경상북도 성주군 성주읍 대흥리 690,35.91695625,128.2624802,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1051",1,,경상북도 성주군 성주읍 대흥리 728,35.91631488,128.2621009,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1052",1,,경상북도 성주군 성주읍 대흥리 724,35.91643163,128.2618194,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1053",1,,경상북도 성주군 성주읍 대흥리 772-6,35.91620104,128.2616556,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1054",1,,경상북도 성주군 성주읍 대흥리 772-1,35.9167105,128.2613419,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1055",1,,경상북도 성주군 성주읍 대흥리 769-1,35.91589655,128.2610272,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1056",1,,경상북도 성주군 성주읍 대흥리 775-1,35.91657165,128.2608952,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1057",1,,경상북도 성주군 성주읍 대흥리 717-1,35.91709841,128.2612625,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1058",1,,경상북도 성주군 성주읍 대흥리 947-1,35.91500541,128.2631007,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1059",1,,경상북도 성주군 성주읍 대황리 124-4,35.91472349,128.2642999,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍106",1,,경상북도 성주군 성주읍 예산리 590-1,35.926215,128.2837864,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1060",1,,경상북도 성주군 성주읍 대황리 705-8,35.9144262,128.2636914,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1061",1,,경상북도 성주군 성주읍 대황리 767,35.91335517,128.2621007,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1062",1,,경상북도 성주군 성주읍 대황리 807,35.91157036,128.2625095,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1063",1,,경상북도 성주군 성주읍 대황리 807,35.911041,128.2621601,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1064",1,,경상북도 성주군 성주읍 대흥리 804-4,35.9150946,128.2584404,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1065",1,,경상북도 성주군 성주읍 대흥리 847-1,35.91533624,128.2538886,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1066",1,,경상북도 성주군 성주읍 대흥리 879,35.91862801,128.2535191,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1067",1,,경상북도 성주군 성주읍 대흥리 407-1,35.92164341,128.2560845,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1068",1,,경상북도 성주군 성주읍 대흥리 352,35.9215268,128.2564882,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1069",1,,경상북도 성주군 성주읍 대황리 772,35.91228897,128.2583341,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍107",1,,경상북도 성주군 성주읍 예산리 590-1,35.9262008,128.2835316,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1070",1,,경상북도 성주군 성주읍 대황리 1915-61,35.9077939,128.2591026,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1071",1,,경상북도 성주군 성주읍 대황리 830,35.90691581,128.2586815,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1072",1,,경상북도 성주군 성주읍 대황리 1915-1,35.90629407,128.2583092,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1073",1,,경상북도 성주군 성주읍 대황리 964,35.90556824,128.2577535,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1074",1,,경상북도 성주군 성주읍 대황리 1015,35.90443615,128.256747,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1075",1,,경상북도 성주군 성주읍 대황리 1131-4,35.90398507,128.2564725,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1076",1,,경상북도 성주군 성주읍 대황리 1131-4,35.90422609,128.2563077,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1077",1,,경상북도 성주군 성주읍 대황리 1128,35.90443747,128.2560474,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1078",1,,경상북도 성주군 성주읍 대황리 1125,35.9046645,128.2557355,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1079",1,,경상북도 성주군 성주읍 대황리 999,35.90497724,128.2556317,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍108",1,,경상북도 성주군 성주읍 예산리 844,35.92598802,128.282937,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1080",1,,경상북도 성주군 성주읍 대황리 998,35.905116,128.2553714,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1081",1,,경상북도 성주군 성주읍 대황리 1004,35.9053401,128.2559371,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1082",1,,경상북도 성주군 성주읍 대황리 1003,35.90543451,128.2557071,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1083",1,,경상북도 성주군 성주읍 대황리 1140,35.9042701,128.2556769,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1084",1,,경상북도 성주군 성주읍 대황리 1915-39,35.90348999,128.2555385,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1085",1,,경상북도 성주군 성주읍 대황리 1974,35.90365261,128.255057,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1086",1,,경상북도 성주군 성주읍 대황리 1915-41,35.90322817,128.2551854,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1087",1,,경상북도 성주군 성주읍 대황리 1165,35.90263899,128.2547658,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1088",1,,경상북도 성주군 성주읍 대황리 1168,35.90241962,128.2546182,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1089",1,,경상북도 성주군 성주읍 대황리 1174,35.90201483,128.2540408,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍109",1,,경상북도 성주군 성주읍 예산리 835,35.92567126,128.2821522,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1090",1,,경상북도 성주군 성주읍 대황리 741,35.90881828,128.2647097,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1091",1,,경상북도 성주군 성주읍 대황리 2317,35.9067672,128.2622801,,한전주,054-930-7525,성주읍,2020-07-10
"성주읍1092",1,,경상북도 성주군 성주읍 대황리 1711-2,35.90585056,128.2630294,,한전주,054-930-7525,성주읍,2020-07-10
