state,city,visit_cnt,cctv_cnt,sclight_cnt,smalight_cnt,strlamp_cnt,crime_rate,avg_pop_density,new_state
경상남도,밀양시,11592518.0,809.0,10158.0,65.0,99994.0,0.0722,316.54,경상남도 밀양시
경상남도,사천시,10782048.0,2392.0,99992.0,59.0,99994.0,0.0722,316.54,경상남도 사천시
경상남도,산청군,6766942.0,952.0,7611.0,18.0,99994.0,0.0722,316.54,경상남도 산청군
경상남도,양산시,21190391.0,1464.0,6918.0,456.0,99994.0,0.0722,316.54,경상남도 양산시
경상남도,의령군,3148850.0,759.0,5273.0,41.0,99994.0,0.0722,316.54,경상남도 의령군
경상남도,진주시,15446016.0,1497.0,15284.0,929.0,99994.0,0.0722,316.54,경상남도 진주시
경상남도,창녕군,7475572.0,722.0,5354.0,51.0,99994.0,0.0722,316.54,경상남도 창녕군
경상남도,창원시,70350393.0,2772.0,25215.0,214.0,99994.0,0.0722,316.54,경상남도 창원시
경상남도,통영시,12995256.0,2030.0,6150.0,77.0,99994.0,0.0722,316.54,경상남도 통영시
경상남도,하동군,5929506.0,1598.0,7043.0,1.0,99994.0,0.0722,316.54,경상남도 하동군
경상남도,함안군,6369946.0,1196.0,7043.0,71.0,99994.0,0.0722,316.54,경상남도 함안군
경상남도,함양군,4254845.0,584.0,5037.0,49.0,99994.0,0.0722,316.54,경상남도 함양군
경상남도,합천군,6182340.0,667.0,6901.0,17.0,99994.0,0.0722,316.54,경상남도 합천군
경상북도,경산시,16998140.0,894.0,13735.0,173.0,6008.0,0.0451,139.72,경상북도 경산시
경상북도,경주시,38655235.0,2385.0,9870.0,67.0,5905.0,0.0451,139.72,경상북도 경주시
경상북도,고령군,4130449.0,1054.0,99992.0,18.0,880.0,0.0451,139.72,경상북도 고령군
경상북도,구미시,14423885.0,3771.0,15830.0,47.0,11181.0,0.0451,139.72,경상북도 구미시
경상북도,군위군,4507241.0,6.0,131.0,99993.0,3446.0,0.0451,139.72,경상북도 군위군
경상북도,김천시,9252574.0,2288.0,10000.0,20.0,6006.0,0.0451,139.72,경상북도 김천시
경상북도,문경시,7170584.0,1942.0,763.0,99993.0,10596.0,0.0451,139.72,경상북도 문경시
경상북도,봉화군,3340126.0,843.0,6137.0,11.0,4830.0,0.0451,139.72,경상북도 봉화군
경상북도,상주시,7985361.0,661.0,10000.0,82.0,2138.0,0.0451,139.72,경상북도 상주시
경상북도,성주군,5609808.0,476.0,7507.0,6.0,5843.0,0.0451,139.72,경상북도 성주군
경상북도,안동시,10848781.0,858.0,13309.0,6.0,13433.0,0.0451,139.72,경상북도 안동시
경상북도,영덕군,7662591.0,2.0,5700.0,99993.0,5736.0,0.0451,139.72,경상북도 영덕군
경상북도,영양군,1383464.0,361.0,3649.0,99993.0,2455.0,0.0451,139.72,경상북도 영양군
경상북도,영주시,6101190.0,770.0,99992.0,99993.0,9211.0,0.0451,139.72,경상북도 영주시
경상북도,영천시,9153044.0,1677.0,8229.0,42.0,2889.0,0.0451,139.72,경상북도 영천시
경상북도,예천군,4498955.0,761.0,11351.0,99993.0,770.0,0.0451,139.72,경상북도 예천군
경상북도,울릉군,1550183.0,103.0,99992.0,99993.0,1189.0,0.0451,139.72,경상북도 울릉군
경상북도,울진군,6649839.0,446.0,12020.0,77.0,8254.0,0.0451,139.72,경상북도 울진군
경상북도,의성군,5062927.0,1341.0,99992.0,19.0,767.0,0.0451,139.72,경상북도 의성군
경상북도,청도군,9108502.0,265.0,4677.0,99993.0,1238.0,0.0451,139.72,경상북도 청도군
경상북도,청송군,3577423.0,172.0,5268.0,28.0,3618.0,0.0451,139.72,경상북도 청송군
경상북도,칠곡군,11755220.0,1849.0,6354.0,11.0,9952.0,0.0451,139.72,경상북도 칠곡군
경상북도,포항시,35744059.0,1497.0,14350.0,35.0,11765.0,0.0451,139.72,경상북도 포항시
광주광역시,광산구,23058395.0,726.0,10272.0,101.0,99994.0,0.0283,2964.74,광주광역시 광산구
광주광역시,남구,11754137.0,49.0,10854.0,16.0,3052.0,0.0283,2964.74,광주광역시 남구
광주광역시,동구,17787826.0,81.0,3958.0,28.0,99994.0,0.0283,2964.74,광주광역시 동구
광주광역시,북구,21537937.0,813.0,9913.0,48.0,6563.0,0.0283,2964.74,광주광역시 북구
광주광역시,서구,25262298.0,51.0,7199.0,62.0,99994.0,0.0283,2964.74,광주광역시 서구
대구광역시,남구,12824887.0,882.0,7295.0,112.0,99994.0,0.0494,2744.8,대구광역시 남구
대구광역시,달서구,30276440.0,1837.0,10047.0,63.0,99994.0,0.0494,2744.8,대구광역시 달서구
대구광역시,달성군,17945462.0,1583.0,9905.0,9.0,99994.0,0.0494,2744.8,대구광역시 달성군
대구광역시,동구,31917750.0,1294.0,14576.0,69.0,99994.0,0.0494,2744.8,대구광역시 동구
대구광역시,북구,24537397.0,1943.0,10873.0,34.0,99994.0,0.0494,2744.8,대구광역시 북구
대구광역시,서구,11138468.0,733.0,8880.0,24.0,99994.0,0.0494,2744.8,대구광역시 서구
대구광역시,수성구,27523974.0,2471.0,11617.0,62.0,99994.0,0.0494,2744.8,대구광역시 수성구
대구광역시,중구,33277757.0,718.0,3919.0,31.0,99994.0,0.0494,2744.8,대구광역시 중구
대전광역시,대덕구,10395456.0,893.0,8295.0,66.0,5824.0,0.0307,2781.58,대전광역시 대덕구
대전광역시,동구,14914106.0,581.0,15122.0,99993.0,5790.0,0.0307,2781.58,대전광역시 동구
대전광역시,서구,28856747.0,757.0,15407.0,67.0,9244.0,0.0307,2781.58,대전광역시 서구
대전광역시,유성구,27320667.0,581.0,8595.0,72.0,17266.0,0.0307,2781.58,대전광역시 유성구
대전광역시,중구,20269458.0,738.0,12589.0,35.0,4958.0,0.0307,2781.58,대전광역시 중구
부산광역시,강서구,19444382.0,598.0,4750.0,99993.0,19623.0,0.0767,4378.44,부산광역시 강서구
부산광역시,금정구,16931732.0,35.0,4775.0,9.0,99994.0,0.0767,4378.44,부산광역시 금정구
부산광역시,기장군,29660105.0,1259.0,5613.0,81.0,11333.0,0.0767,4378.44,부산광역시 기장군
부산광역시,남구,15577364.0,1.0,4516.0,76.0,4453.0,0.0767,4378.44,부산광역시 남구
부산광역시,동구,11561944.0,1318.0,3488.0,26.0,2900.0,0.0767,4378.44,부산광역시 동구
부산광역시,동래구,20855490.0,1236.0,4495.0,40.0,4532.0,0.0767,4378.44,부산광역시 동래구
부산광역시,부산진구,40807634.0,1007.0,9379.0,24.0,99994.0,0.0767,4378.44,부산광역시 부산진구
부산광역시,북구,12227947.0,746.0,3803.0,70.0,4521.0,0.0767,4378.44,부산광역시 북구
부산광역시,사상구,14960253.0,442.0,3820.0,99993.0,99994.0,0.0767,4378.44,부산광역시 사상구
부산광역시,사하구,13128200.0,517.0,5549.0,99993.0,6042.0,0.0767,4378.44,부산광역시 사하구
부산광역시,서구,10770669.0,483.0,5106.0,21.0,2848.0,0.0767,4378.44,부산광역시 서구
부산광역시,수영구,21710532.0,2998.0,3279.0,99993.0,4009.0,0.0767,4378.44,부산광역시 수영구
부산광역시,연제구,16127086.0,570.0,3308.0,48.0,99994.0,0.0767,4378.44,부산광역시 연제구
부산광역시,영도구,7845749.0,535.0,4464.0,3.0,99994.0,0.0767,4378.44,부산광역시 영도구
부산광역시,중구,16500983.0,461.0,1783.0,21.0,1777.0,0.0767,4378.44,부산광역시 중구
부산광역시,해운대구,41781617.0,899.0,3640.0,11.0,99994.0,0.0767,4378.44,부산광역시 해운대구
서울특별시,강남구,104234311.0,6186.0,10211.0,4231.0,99994.0,0.1929,15899.1,서울특별시 강남구
서울특별시,강동구,23811589.0,2813.0,7534.0,1037.0,99994.0,0.1929,15899.1,서울특별시 강동구
서울특별시,강북구,18389096.0,2300.0,9777.0,22.0,99994.0,0.1929,15899.1,서울특별시 강북구
서울특별시,강서구,44623950.0,1509.0,8646.0,898.0,99994.0,0.1929,15899.1,서울특별시 강서구
서울특별시,관악구,28871647.0,1662.0,12401.0,988.0,3026.0,0.1929,15899.1,서울특별시 관악구
서울특별시,광진구,30162718.0,923.0,8971.0,775.0,4715.0,0.1929,15899.1,서울특별시 광진구
서울특별시,구로구,29354234.0,1779.0,8015.0,1051.0,99994.0,0.1929,15899.1,서울특별시 구로구
서울특별시,금천구,17887377.0,778.0,6301.0,709.0,99994.0,0.1929,15899.1,서울특별시 금천구
서울특별시,노원구,27025796.0,2405.0,6791.0,59.0,99994.0,0.1929,15899.1,서울특별시 노원구
서울특별시,도봉구,13500031.0,99991.0,6344.0,1.0,627.0,0.1929,15899.1,서울특별시 도봉구
서울특별시,동대문구,25212154.0,904.0,99992.0,740.0,5205.0,0.1929,15899.1,서울특별시 동대문구
서울특별시,동작구,24449832.0,876.0,9202.0,1676.0,99994.0,0.1929,15899.1,서울특별시 동작구
서울특별시,마포구,57629525.0,1222.0,7405.0,849.0,99994.0,0.1929,15899.1,서울특별시 마포구
서울특별시,서대문구,29049617.0,870.0,7252.0,401.0,3230.0,0.1929,15899.1,서울특별시 서대문구
서울특별시,서초구,66065788.0,8344.0,11405.0,34.0,99994.0,0.1929,15899.1,서울특별시 서초구
서울특별시,성동구,32246871.0,1313.0,223.0,898.0,99994.0,0.1929,15899.1,서울특별시 성동구
서울특별시,성북구,23093998.0,1682.0,10000.0,1040.0,99994.0,0.1929,15899.1,서울특별시 성북구
서울특별시,송파구,67132498.0,1245.0,5578.0,881.0,99994.0,0.1929,15899.1,서울특별시 송파구
서울특별시,양천구,21226066.0,1135.0,7468.0,677.0,4836.0,0.1929,15899.1,서울특별시 양천구
서울특별시,영등포구,59398308.0,4307.0,9052.0,1185.0,9615.0,0.1929,15899.1,서울특별시 영등포구
서울특별시,용산구,40898683.0,809.0,9925.0,590.0,3605.0,0.1929,15899.1,서울특별시 용산구
서울특별시,은평구,18163752.0,2804.0,99992.0,1067.0,99994.0,0.1929,15899.1,서울특별시 은평구
서울특별시,종로구,62277137.0,777.0,8723.0,108.0,99994.0,0.1929,15899.1,서울특별시 종로구
서울특별시,중구,58305758.0,969.0,6189.0,632.0,99994.0,0.1929,15899.1,서울특별시 중구
서울특별시,중랑구,17451091.0,1805.0,9117.0,1777.0,6419.0,0.1929,15899.1,서울특별시 중랑구
세종특별자치시,세종특별자치시,18211355.0,,,,,,,
울산광역시,남구,23391189.0,3467.0,6314.0,807.0,99994.0,0.0136,1074.94,울산광역시 남구
울산광역시,동구,8656125.0,1376.0,2504.0,454.0,99994.0,0.0136,1074.94,울산광역시 동구
울산광역시,북구,13739394.0,762.0,4413.0,484.0,99994.0,0.0136,1074.94,울산광역시 북구
울산광역시,울주군,20883111.0,731.0,14157.0,466.0,99994.0,0.0136,1074.94,울산광역시 울주군
울산광역시,중구,11762026.0,730.0,5082.0,730.0,99994.0,0.0136,1074.94,울산광역시 중구
인천광역시,강화군,14278033.0,743.0,9978.0,296.0,99994.0,0.0587,2765.6400000000003,인천광역시 강화군
인천광역시,계양구,14553275.0,1377.0,3378.0,554.0,99994.0,0.0587,2765.6400000000003,인천광역시 계양구
인천광역시,남동구,31589189.0,1147.0,6726.0,83.0,17820.0,0.0587,2765.6400000000003,인천광역시 남동구
인천광역시,동구,4142727.0,614.0,3057.0,289.0,99994.0,0.0587,2765.6400000000003,인천광역시 동구
인천광역시,미추홀구,22630637.0,1812.0,9052.0,194.0,4407.0,0.0587,2765.6400000000003,인천광역시 미추홀구
인천광역시,부평구,26921360.0,946.0,7290.0,952.0,99994.0,0.0587,2765.6400000000003,인천광역시 부평구
인천광역시,서구,26448716.0,1382.0,5117.0,997.0,22540.0,0.0587,2765.6400000000003,인천광역시 서구
인천광역시,연수구,27682375.0,688.0,1895.0,119.0,99994.0,0.0587,2765.6400000000003,인천광역시 연수구
인천광역시,옹진군,5335076.0,130.0,99992.0,11.0,2055.0,0.0587,2765.6400000000003,인천광역시 옹진군
인천광역시,중구,33713028.0,658.0,2572.0,523.0,3230.0,0.0587,2765.6400000000003,인천광역시 중구
전라남도,강진군,3740185.0,10.0,4446.0,10.0,99994.0,0.0343,144.78000000000003,전라남도 강진군
전라남도,고흥군,6272801.0,815.0,99992.0,55.0,99994.0,0.0343,144.78000000000003,전라남도 고흥군
전라남도,곡성군,4226304.0,535.0,5334.0,23.0,3230.0,0.0343,144.78000000000003,전라남도 곡성군
전라남도,광양시,8771935.0,149.0,2069.0,93.0,99994.0,0.0343,144.78000000000003,전라남도 광양시
전라남도,구례군,4508394.0,406.0,4028.0,42.0,99994.0,0.0343,144.78000000000003,전라남도 구례군
전라남도,나주시,9991461.0,1.0,14326.0,99993.0,99994.0,0.0343,144.78000000000003,전라남도 나주시
전라남도,담양군,9896824.0,167.0,6815.0,8.0,99994.0,0.0343,144.78000000000003,전라남도 담양군
전라남도,목포시,13322553.0,628.0,9301.0,56.0,99994.0,0.0343,144.78000000000003,전라남도 목포시
전라남도,무안군,7905238.0,99991.0,6715.0,99993.0,99994.0,0.0343,144.78000000000003,전라남도 무안군
전라남도,보성군,5021637.0,1076.0,99992.0,49.0,99994.0,0.0343,144.78000000000003,전라남도 보성군
전라남도,순천시,15604612.0,3137.0,9998.0,291.0,10725.0,0.0343,144.78000000000003,전라남도 순천시
전라남도,신안군,5041641.0,99991.0,8233.0,99993.0,99994.0,0.0343,144.78000000000003,전라남도 신안군
전라남도,여수시,22749986.0,995.0,20630.0,139.0,99994.0,0.0343,144.78000000000003,전라남도 여수시
전라남도,영광군,5336313.0,390.0,10293.0,46.0,99994.0,0.0343,144.78000000000003,전라남도 영광군
전라남도,영암군,5679392.0,241.0,8190.0,14.0,99994.0,0.0343,144.78000000000003,전라남도 영암군
전라남도,완도군,4462985.0,334.0,6816.0,99993.0,99994.0,0.0343,144.78000000000003,전라남도 완도군
전라남도,장성군,6298224.0,550.0,5258.0,64.0,99994.0,0.0343,144.78000000000003,전라남도 장성군
전라남도,장흥군,3497919.0,831.0,7024.0,6.0,99994.0,0.0343,144.78000000000003,전라남도 장흥군
전라남도,진도군,3988482.0,968.0,7243.0,14.0,99994.0,0.0343,144.78000000000003,전라남도 진도군
전라남도,함평군,4155929.0,490.0,6450.0,35.0,99994.0,0.0343,144.78000000000003,전라남도 함평군
전라남도,해남군,5926721.0,75.0,9087.0,15.0,1993.0,0.0343,144.78000000000003,전라남도 해남군
전라남도,화순군,7974709.0,360.0,12491.0,32.0,99994.0,0.0343,144.78000000000003,전라남도 화순군
전라북도,고창군,6594234.0,409.0,2130.0,132.0,99994.0,0.0324,224.08,전라북도 고창군
전라북도,군산시,14570140.0,2096.0,17676.0,69.0,16668.0,0.0324,224.08,전라북도 군산시
전라북도,김제시,6939151.0,99991.0,12875.0,99993.0,99994.0,0.0324,224.08,전라북도 김제시
전라북도,남원시,7050244.0,1.0,297.0,9.0,99994.0,0.0324,224.08,전라북도 남원시
전라북도,무주군,5540989.0,858.0,3530.0,42.0,99994.0,0.0324,224.08,전라북도 무주군
전라북도,부안군,8348346.0,307.0,8972.0,23.0,99994.0,0.0324,224.08,전라북도 부안군
전라북도,순창군,3490554.0,247.0,6551.0,47.0,99994.0,0.0324,224.08,전라북도 순창군
전라북도,완주군,12077380.0,421.0,12727.0,157.0,99994.0,0.0324,224.08,전라북도 완주군
전라북도,익산시,11833840.0,904.0,18203.0,18.0,99994.0,0.0324,224.08,전라북도 익산시
전라북도,임실군,3962770.0,478.0,4671.0,38.0,99994.0,0.0324,224.08,전라북도 임실군
전라북도,장수군,2188173.0,335.0,2597.0,23.0,99994.0,0.0324,224.08,전라북도 장수군
전라북도,전주시,39869993.0,1604.0,20920.0,147.0,99994.0,0.0324,224.08,전라북도 전주시
전라북도,정읍시,7356258.0,454.0,12747.0,63.0,99994.0,0.0324,224.08,전라북도 정읍시
전라북도,진안군,3642548.0,578.0,6066.0,56.0,99994.0,0.0324,224.08,전라북도 진안군
제주특별자치도,서귀포시,39656928.0,228.0,7247.0,71.0,29567.0,0.0189,357.7,제주특별자치도 서귀포시
제주특별자치도,제주시,51413358.0,932.0,26295.0,99993.0,43465.0,0.0189,357.7,제주특별자치도 제주시
충청남도,계룡시,2659639.0,99991.0,1059.0,99993.0,99994.0,0.0368,264.24,충청남도 계룡시
충청남도,공주시,14043498.0,1503.0,4313.0,76.0,9.0,0.0368,264.24,충청남도 공주시
충청남도,금산군,6287439.0,608.0,8764.0,28.0,99994.0,0.0368,264.24,충청남도 금산군
충청남도,논산시,9658307.0,1196.0,14236.0,144.0,99994.0,0.0368,264.24,충청남도 논산시
충청남도,당진시,12448236.0,2392.0,9794.0,51.0,34.0,0.0368,264.24,충청남도 당진시
충청남도,보령시,14844914.0,756.0,11057.0,37.0,44.0,0.0368,264.24,충청남도 보령시
충청남도,부여군,6693349.0,497.0,11640.0,99993.0,10.0,0.0368,264.24,충청남도 부여군
충청남도,서산시,10572464.0,1080.0,13079.0,728.0,100.0,0.0368,264.24,충청남도 서산시
충청남도,서천군,6124687.0,873.0,11319.0,77.0,99994.0,0.0368,264.24,충청남도 서천군
충청남도,아산시,21636895.0,3125.0,24098.0,1.0,47.0,0.0368,264.24,충청남도 아산시
충청남도,예산군,9170315.0,482.0,4302.0,40.0,99994.0,0.0368,264.24,충청남도 예산군
충청남도,천안시,44388410.0,5930.0,19706.0,1671.0,99994.0,0.0368,264.24,충청남도 천안시
충청남도,청양군,3481715.0,375.0,6735.0,62.0,99994.0,0.0368,264.24,충청남도 청양군
충청남도,태안군,16666400.0,3651.0,1740.0,37.0,99994.0,0.0368,264.24,충청남도 태안군
충청남도,홍성군,7132408.0,653.0,9460.0,104.0,100.0,0.0368,264.24,충청남도 홍성군
충청북도,괴산군,6815705.0,640.0,3.0,99993.0,99994.0,0.0299,219.2,충청북도 괴산군
충청북도,단양군,6679972.0,287.0,1499.0,21.0,99994.0,0.0299,219.2,충청북도 단양군
충청북도,보은군,4737641.0,316.0,6349.0,99.0,99994.0,0.0299,219.2,충청북도 보은군
충청북도,영동군,4133509.0,1.0,6076.0,99993.0,99994.0,0.0299,219.2,충청북도 영동군
충청북도,옥천군,5458308.0,333.0,9941.0,112.0,99994.0,0.0299,219.2,충청북도 옥천군
충청북도,음성군,9368860.0,4500.0,21397.0,353.0,99994.0,0.0299,219.2,충청북도 음성군
충청북도,제천시,12125010.0,979.0,9024.0,314.0,99994.0,0.0299,219.2,충청북도 제천시
충청북도,증평군,2848031.0,910.0,3869.0,8.0,99994.0,0.0299,219.2,충청북도 증평군
충청북도,진천군,8030068.0,692.0,2.0,99993.0,121.0,0.0299,219.2,충청북도 진천군
충청북도,청주시,62425138.0,9.0,25432.0,99993.0,99994.0,0.0299,219.2,충청북도 청주시
충청북도,충주시,14797862.0,1578.0,10600.0,219.0,99994.0,0.0299,219.2,충청북도 충주시
강원도,근남면,,99991.0,1.0,99993.0,99994.0,0.0271,90.36,강원도 근남면
강원도,철원읍,,99991.0,10.0,99993.0,99994.0,0.0271,90.36,강원도 철원읍
경상남도,거제면,,99991.0,5.0,99993.0,99994.0,0.0722,316.54,경상남도 거제면
경상남도,진영읍,,99991.0,3.0,99993.0,99994.0,0.0722,316.54,경상남도 진영읍
경상북도,안막동,,99991.0,1.0,99993.0,99994.0,0.0451,139.72,경상북도 안막동
부산광역시,연재구,,99991.0,99992.0,99993.0,3922.0,0.0767,4378.44,부산광역시 연재구
부산광역시,진구,,99991.0,99992.0,99993.0,8258.0,0.0767,4378.44,부산광역시 진구
세종특별자치시,가람동,,5.0,99992.0,99993.0,99994.0,0.0041,708.64,세종특별자치시 가람동
세종특별자치시,고운동,,92.0,99992.0,1.0,178.0,0.0041,708.64,세종특별자치시 고운동
세종특별자치시,공주시,,2.0,99992.0,99993.0,99994.0,0.0041,708.64,세종특별자치시 공주시
세종특별자치시,금남면,,119.0,1380.0,2.0,2598.0,0.0041,708.64,세종특별자치시 금남면
세종특별자치시,나성동,,38.0,99992.0,99993.0,99994.0,0.0041,708.64,세종특별자치시 나성동
세종특별자치시,다정동,,26.0,99992.0,99993.0,99994.0,0.0041,708.64,세종특별자치시 다정동
세종특별자치시,대평동,,37.0,99992.0,2.0,99994.0,0.0041,708.64,세종특별자치시 대평동
세종특별자치시,도담동,,40.0,99992.0,99993.0,160.0,0.0041,708.64,세종특별자치시 도담동
세종특별자치시,반곡동,,44.0,99992.0,99993.0,99994.0,0.0041,708.64,세종특별자치시 반곡동
세종특별자치시,보람동,,41.0,99992.0,99993.0,242.0,0.0041,708.64,세종특별자치시 보람동
세종특별자치시,부강면,,54.0,603.0,99993.0,924.0,0.0041,708.64,세종특별자치시 부강면
세종특별자치시,새롬동,,31.0,99992.0,99993.0,161.0,0.0041,708.64,세종특별자치시 새롬동
세종특별자치시,소담동,,32.0,99992.0,99993.0,99994.0,0.0041,708.64,세종특별자치시 소담동
세종특별자치시,소정면,,27.0,411.0,99993.0,548.0,0.0041,708.64,세종특별자치시 소정면
세종특별자치시,아름동,,31.0,99992.0,4.0,74.0,0.0041,708.64,세종특별자치시 아름동
세종특별자치시,어진동,,82.0,99992.0,1.0,99994.0,0.0041,708.64,세종특별자치시 어진동
세종특별자치시,연기면,,69.0,398.0,4.0,1461.0,0.0041,708.64,세종특별자치시 연기면
세종특별자치시,연동면,,30.0,569.0,99993.0,942.0,0.0041,708.64,세종특별자치시 연동면
세종특별자치시,연서면,,43.0,805.0,1.0,1815.0,0.0041,708.64,세종특별자치시 연서면
세종특별자치시,장군면,,42.0,933.0,99993.0,1771.0,0.0041,708.64,세종특별자치시 장군면
세종특별자치시,전동면,,27.0,821.0,1.0,1919.0,0.0041,708.64,세종특별자치시 전동면
세종특별자치시,전의면,,46.0,909.0,2.0,2077.0,0.0041,708.64,세종특별자치시 전의면
세종특별자치시,조치원읍,,203.0,1200.0,5.0,455.0,0.0041,708.64,세종특별자치시 조치원읍
세종특별자치시,종촌동,,19.0,99992.0,99993.0,38.0,0.0041,708.64,세종특별자치시 종촌동
세종특별자치시,한솔동,,40.0,99992.0,99993.0,95.0,0.0041,708.64,세종특별자치시 한솔동
울산광역시,노원구,,99991.0,99992.0,1.0,99994.0,0.0136,1074.94,울산광역시 노원구
인천광역시,남구,,99991.0,99992.0,3.0,99994.0,0.0587,2765.6400000000003,인천광역시 남구
