"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 고대리 452-10,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 고대리 453-4,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",4,,강원도 양구군 양구읍 고대리 456-1,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 466-5,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 고대리 468-11,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 고대리 471-7,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 602,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 601-2,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 598-4,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 고대리 590-5,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 573-2,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 577-5,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",4,,강원도 양구군 양구읍 고대리 산 149-5,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",5,,강원도 양구군 양구읍 고대리 133-12,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 301-8,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 고대리 299-5,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 296-12,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 295-5,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 고대리 314-3,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 고대리 310-1,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 333,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 336,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 773-1,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 고대리 376-9,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",1,,강원도 양구군 양구읍 고대리 산 84-3,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 고대리 산 85-3,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 동수리 284-2,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",6,,강원도 양구군 양구읍 동수리 287-6,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",4,,강원도 양구군 양구읍 동수리 314-3,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 동수리 335-3,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 동수리 338-3,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 동수리 398-4,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",3,,강원도 양구군 양구읍 동수리 378-20,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 동수리 382-1,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",2,,강원도 양구군 양구읍 동수리 372-19,,,,,033-480-2237,강원도 양구군청,2017-11-16
"파로호인공습지 자전거길 보안등",4,,강원도 양구군 양구읍 동수리 372-7,,,,,033-480-2237,강원도 양구군청,2017-11-16
"한반도섬 둘레길 보안등",44,,강원도 양구군 양구읍 고대리 한반도섬 일원,,,,,033-480-2237,강원도 양구군청,2017-11-16
"한반도교 보안등",14,,강원도 양구군 양구읍 동수리 287~고대리 777,,,,,033-480-2237,강원도 양구군청,2017-11-16
